,Weight,Engine power,Emission class,Engine capacity,Condition,VIN,Full service history,Price,Power,CARNAME,Previous owners,ID,Battery type,Battery warranty (km),Interior color,Mileage,Make,Hybrid type,El. motor power,Model,Electric range,Battery capacity,First registration,Doors,Valid MOT until,Country of origin,Energy efficiency,CO2 emissions,Type of finish,Currency,Tags,AC charging time,Interior material,DC charging time,Secondary drive,Consumption,Body,Warranty until,Body color,Seats,Transmission,Fuel,Range extender,Battery capacity1,Drive type
59,,,,1 332 ccm,New,not published by the seller,,50149,120 kW,mercedes-benz glb-200,,61023179,,,,1 km,Mercedes-Benz,,,GLB 200,,,1/2023,4/5 doors,,,,0 g/km,,EUR,Heated front seats; Automatic A/C; Multifunctional steering wheel,,,,,,SUV / offroad,,White,5,Automatic,Petrol,,,4x4
60,,,Euro 6d,1 490 ccm,New,not published by the seller,,23399,85 kW,toyota yaris,,61023180,,,Black interior,5 km,Toyota,,,Yaris,,,9/2023,4/5 doors,,,,92 g/km,Metallic,EUR,LED headlights; Digital cockpit; Adaptive cruise control; Heated front seats; Apple CarPlay; Android auto; Voice control; Navigation system; Glare-free high beam headlights; Traffic sign recognition,,Cloth interior,,,4 l/100km (combined); 2.4 l/100km (city); 3.4 l/100km ,Hatchback,,Grey,5,Automatic,Hybrid,,,4x2
61,1524,110 kW,Euro 6,1 395 ccm,Used,not published by the seller,,29399,180 kW,volkswagen golf,,61023186,Lithium-ion (Li-ion),,Other interior color,23 360 km,Volkswagen,Plug-in hybrid,85 kW,Golf,,13 kWh,6/2021,4/5 doors,,,,106 g/km,,EUR,Parking assist system self-steering; LED headlights; Digital cockpit; Keyless entry; Adaptive cruise control; Heated front seats; Apple CarPlay; Android auto; Keyless ignition; Voice control,4 h,Velour interior,,,4.6 l/100km (combined),Hatchback,,White,5,Automatic,Hybrid,No,,4x2
62,,,Euro 6,2 993 ccm,Used,not published by the seller,,73299,294 kW,bmw x5-m,,61023192,,,Other interior color,80 626 km,BMW,,,X5 M,,,1/2020,4/5 doors,,,,181 g/km,Metallic,EUR,Laser headlights; Ventilated front seats; Parking assist system self-steering; Digital cockpit; Keyless entry; Electric adjustable front seats; Adaptive cruise control; Heated front seats; Head-up display; WLAN/Wifi hotspot,,Full leather interior,,,6.9 l/100km (combined); 6.9 l/100km (city); 6.9 l/100km ,SUV / offroad,,Black,5,Automatic,Diesel,,,4x4
63,1800,,No emission class,,Used,not published by the seller,,48449,150 kW,cupra born,,61023197,,,Other interior color,5 000 km,Cupra,,,Born,,,4/2023,4/5 doors,,,,0 g/km,Metallic,EUR,LED headlights; Digital cockpit; Keyless entry; Adaptive cruise control; Heated front seats; Head-up display; Apple CarPlay; Android auto; Keyless ignition; Voice control,,Other interior material,,,15.7 kWh/100km (combined),Hatchback,,Grey,5,Automatic,Electric,,,4x2
64,,,Euro 6,2 987 ccm,,not published by the seller,,35999,190 kW,mercedes-benz gle-350,,61023190,,,,105 780 km,Mercedes-Benz,,,GLE 350,,,9/2017,4/5 doors,,,,174 g/km,,EUR,Parking assist system self-steering; Electric adjustable front seats; Harman/Kardon audio; Heated front seats; Keyless ignition; Navigation system; Sport front seats; Bluetooth; Automatic A/C; High beam assist,,,,,6.6 l/100km (combined),SUV / offroad,,Black,,Automatic,Diesel,,,4x4
65,1795,,Euro 6,1 984 ccm,Used,not published by the seller,,66749,180 kW,porsche macan,,61023184,,,Black interior,42 050 km,Porsche,,,Macan,,,3/2021,4/5 doors,,,,185 g/km,,EUR,LED headlights; Keyless entry; Electric adjustable front seats; Keyless ignition; Navigation system; El. tailgate; Automatic A/C; Rain sensor; Lane assist; Multifunctional steering wheel,,Other interior material,,,8.1 l/100km (combined); 8.1 l/100km (city); 8.1 l/100km ,SUV / offroad,,Black,5,Automatic,Petrol,,,4x4
66,,,Euro 6d,1 197 ccm,,not published by the seller,,11399,81 kW,volkswagen polo,2,61023189,,,Black interior,125 000 km,Volkswagen,,,Polo,,,11/2015,2/3 doors,,,,110 g/km,Metallic,EUR,LED headlights; Heated front seats; Apple CarPlay; Android auto; WLAN/Wifi hotspot; Panoramic roof; Voice control; Navigation system; Sport front seats; Bluetooth,,Cloth interior,,,4.8 l/100km (combined); 6.1 l/100km (city); 4 l/100km ,Sedans / saloons,,White,5,Manual,Petrol,,,4x2
67,,,Euro 6,1 499 ccm,Used,not published by the seller,,24099,96 kW,peugeot 5008,,61023168,,,Black interior,84 322 km,Peugeot,,,5008,,,1/2019,4/5 doors,,,,109 g/km,,EUR,Automatic multi-zone A/C; Voice control; Navigation system; Rear parking camera; Automatic lights; Rain sensor; Parking sensors; Autom. dimming side mirros; Multifunctional steering wheel; Side mirrors with electic adjustment,,,,,5.1 l/100km (combined),SUV / offroad,12/2024,Grey,7,Manual,Diesel,,,4x2
68,,,Euro 6,1 499 ccm,,not published by the seller,,26149,96 kW,citroen c5-aircross,,61023162,,,Grey interior,47 900 km,Citroen,,,C5 Aircross,,,6/2021,4/5 doors,,,,106 g/km,Metallic,EUR,Navigation system; Bluetooth; Rain sensor; Multifunctional steering wheel; Daytime running lights; On-board computer; Front electric windows; Alloy wheels,,Part leather interior,,,4.9 l/100km (combined); 4.4 l/100km (city); 3.6 l/100km ,SUV / offroad,,Grey,5,Manual,Diesel,,,4x2
69,,,Euro 6d,1 462 ccm,New,not published by the seller,,29899,75 kW,suzuki jimny,,61023173,,,Black interior,10 km,Suzuki,,,Jimny,,,9/2023,2/3 doors,,,,120 g/km,Metallic,EUR,Heated front seats; Traffic sign recognition; Bluetooth; High beam assist; Light sensor; Lane assist; Hill-start assist; Multifunctional steering wheel; Side mirrors with electic adjustment; Daytime running lights,,Cloth interior,,,5.3 l/100km (combined),SUV / offroad,,Blue,2,Manual,Petrol,,,4x4
70,,,Euro 6,1 598 ccm,,not published by the seller,,23699,67 kW,renault captur,1,61023160,Lithium-ion (Li-ion),160000 km,Black interior,24 000 km,Renault,,,Captur,,,10/2020,4/5 doors,,,,34 g/km,Metallic,EUR,Digital cockpit; Keyless entry; Bose audio; Heated front seats; Keyless ignition; Voice control; Navigation system; Traffic sign recognition; Bluetooth; Automatic A/C,3 h,Part leather interior,,,1.5 l/100km (combined); 1.7 l/100km (city); 6.8 l/100km ,SUV / offroad,,Black,5,Automatic,Hybrid,No,,4x2
71,,,,1 199 ccm,Used,not published by the seller,,18999,96 kW,peugeot 308,,61023159,,,,49 743 km,Peugeot,,,308,,,8/2020,4/5 doors,,,,120 g/km,,EUR,Digital cockpit; Automatic multi-zone A/C; Bluetooth; Sport-suspension system; Automatic lights; Rain sensor; Hill-start assist; Parking sensors; Multifunctional steering wheel; Electrically heated side mirrors,,,,,5.7 l/100km (combined),Hatchback,,Grey,,Manual,Petrol,,,4x2
72,1527,110 kW,Euro 6d-TEMP,1 395 ccm,Used,not published by the seller,,46049,180 kW,volkswagen golf,,61023169,Lithium-ion (Li-ion),160000 km,Other interior color,6 km,Volkswagen,Plug-in hybrid,81 kW,Golf,,13 kWh,7/2023,4/5 doors,,,,106 g/km,,EUR,Ventilated front seats; LED headlights; Digital cockpit; Adaptive cruise control; Heated front seats; Apple CarPlay; Android auto; Keyless ignition; Panoramic roof; Voice control,4 h,Full leather interior,,,4.6 l/100km (combined),Hatchback,,White,5,Automatic,Hybrid,No,,4x2
73,,,Euro 6,1 598 ccm,,not published by the seller,,20349,88 kW,jeep renegade,,61023166,,,Other interior color,140 000 km,Jeep,,,Renegade,,,5/2019,4/5 doors,,,,126 g/km,Metallic,EUR,Bluetooth; Alloy wheels,,Other interior material,,,4.6 l/100km (combined); 5.3 l/100km (city); 4.4 l/100km ,SUV / offroad,,Blue,5,Automatic,Diesel,,,4x2
74,,,,1 149 ccm,Used,VF15RRN0A60100575,,10499,54 kW,renault clio,,61023175,,,,109 500 km,Renault,,,Clio,,,1/2018,4/5 doors,,,,127 g/km,,EUR,Bluetooth; Multifunctional steering wheel; Side mirrors with electic adjustment; Daytime running lights; Electrically heated side mirrors; USB; Front electric windows,,,,,5.6 l/100km (combined),Hatchback,,White,5,Manual,Petrol,,,4x2
75,,,Euro 6,1 199 ccm,Used,not published by the seller,,11899,60 kW,citroen c3,,61023164,,,,65 812 km,Citroen,,,C3,,,12/2018,4/5 doors,,,,108 g/km,,EUR,Automatic A/C; Hill-start assist; Multifunctional steering wheel; Side mirrors with electic adjustment; Daytime running lights; Electrically heated side mirrors; Leather steering wheel; Electrically foldable side mirrors; On-board computer; Front electric windows,,Cloth interior,,,4.5 l/100km (combined),Hatchback,03/2024,Grey,5,Manual,Petrol,,,4x2
76,1135,,Euro 6,1 499 ccm,Used,not published by the seller,,17099,75 kW,mini one,,61023170,,,Black interior,57 304 km,MINI,,,ONE,,,9/2018,2/3 doors,,,,122 g/km,Metallic,EUR,Panoramic roof; Automatic 2-zones air conditioning; Rain sensor; Light sensor; Multifunctional steering wheel; On-board computer,,Cloth interior,,,5.1 l/100km (combined),Hatchback,,Grey,,Manual,Petrol,,,4x2
77,,,Euro 6d-TEMP,1 969 ccm,,not published by the seller,,30999,288 kW,volvo v60,1,61023177,Lithium-ion (Li-ion),,Black interior,66 810 km,Volvo,Plug-in hybrid,65 kW,V60,,,7/2019,4/5 doors,,,,127 g/km,Metallic,EUR,LED headlights; Digital cockpit; Electric adjustable front seats; Adaptive cruise control; Heated front seats; Head-up display; Apple CarPlay; Android auto; WLAN/Wifi hotspot; Integrated music streaming,3 h,Full leather interior,,,4.8 l/100km (combined),Station Wagon,,White,5,Automatic,Hybrid,No,,4x4
78,,,Euro 6,1 950 ccm,,not published by the seller,,32999,143 kW,mercedes-benz e-220,1,61023178,,,Black interior,93 000 km,Mercedes-Benz,,,E 220,,,11/2019,4/5 doors,,,,149 g/km,Metallic,EUR,Air suspension; LED headlights; Keyless entry; Electric adjustable front seats; Adaptive cruise control; Heated front seats; Apple CarPlay; Android auto; Keyless ignition; Voice control,,Part leather interior,,,5.6 l/100km (combined); 6.5 l/100km (city); 5.2 l/100km ,Station Wagon,,Grey,5,Automatic,Diesel,,,4x4
79,,,Euro 6d,2 198 ccm,New,not published by the seller,,43149,149 kW,ssangyong musso,,61023167,,,Black interior,5 km,SsangYong,,,MUSSO,,,9/2023,4/5 doors,,,,245 g/km,,EUR,Apple CarPlay; Android auto; Integrated music streaming; Voice control; Heated steering wheel; Bluetooth; Automatic 2-zones air conditioning; High beam assist; Rain sensor; Light sensor,,Cloth interior,,,8.8 l/100km (combined); 8.8 l/100km (city); 8.8 l/100km ,Pick-up,,Red,5,Automatic,Diesel,,,4x4
80,,,Euro 6,1 395 ccm,,not published by the seller,,23799,110 kW,volkswagen tiguan,2,61023171,,,Black interior,45 921 km,Volkswagen,,,Tiguan,,,9/2017,4/5 doors,09/2024,,,140 g/km,Metallic,EUR,LED headlights; Adaptive cruise control; Heated front seats; Smartphone mirroring; Apple CarPlay; Android auto; WLAN/Wifi hotspot; Navigation system; Paddle shifters; Bluetooth,,Cloth interior,,,6.1 l/100km (combined); 7.4 l/100km (city); 5.5 l/100km ,SUV / offroad,,Silver,5,Automatic,Petrol,,,4x2
81,,,No emission class,,Demonstration car,not published by the seller,,59549,160 kW,subaru solterra,,61023176,,,Black interior,1 000 km,Subaru,,,Solterra,,,12/2022,4/5 doors,,Germany,,0 g/km,Metallic,EUR,LED headlights; Digital cockpit; Keyless entry; Electric adjustable front seats; Adaptive cruise control; Heated front seats; Apple CarPlay; Android auto; WLAN/Wifi hotspot; Integrated music streaming,,Full leather interior,,,0 kWh/100km (combined),SUV / offroad,,,5,Automatic,Electric,,,4x4
82,,,Euro 6,,Used,not published by the seller,,29299,100 kW,peugeot 208,1,61023161,,,,5 140 km,Peugeot,,,208,362 km,50 kWh,8/2022,4/5 doors,,,,0 g/km,,EUR,Automatic A/C; Automatic lights; Rain sensor; Start-stop system; Front electric windows,,,,,,Hatchback,12/2024,Black,5,Automatic,Electric,No,,4x2
83,,,Euro 6,1 560 ccm,Used,not published by the seller,,14899,74 kW,citroen c4-cactus,,61023157,,,,67 778 km,Citroen,,,C4 Cactus,,,12/2018,4/5 doors,,,,95 g/km,,EUR,Keyless ignition; Traffic sign recognition; Rear parking camera; Automatic A/C; Automatic lights; Rain sensor; Lane assist; Hill-start assist; Front collision warning system; Autom. dimming side mirros,,Cloth interior,,,3.6 l/100km (combined),SUV / offroad,12/2024,Grey,5,Manual,Diesel,,,4x2
84,2175,,Euro 6d,2 995 ccm,,not published by the seller,,93449,250 kW,audi q8,,61023174,,,Other interior color,10 km,Audi,Mild hybrid,,Q8,,,11/2023,4/5 doors,,,,197 g/km,Metallic,EUR,LED headlights; Digital cockpit; Electric adjustable front seats; Adaptive cruise control; Heated front seats; Head-up display; Apple CarPlay; Android auto; Integrated music streaming; Panoramic roof,,Full leather interior,,,8.6 l/100km (combined); 8.6 l/100km (city); 8.6 l/100km ,SUV / offroad,,Black,5,Automatic,Petrol,No,,4x4
85,1466,,Euro 6d-TEMP,1 968 ccm,Used,not published by the seller,,39449,147 kW,volkswagen golf,,61023142,,,Black interior,13 000 km,Volkswagen,,,Golf,,,3/2022,4/5 doors,,,,117 g/km,Metallic,EUR,LED headlights; Digital cockpit; Adaptive cruise control; Heated front seats; Apple CarPlay; Android auto; Voice control; Navigation system; Heated steering wheel; Paddle shifters,,Cloth interior,,,4.4 l/100km (combined); 4.4 l/100km (city); 4.4 l/100km ,Hatchback,,Black,5,Automatic,Diesel,,,4x2
86,,,Euro 6d-TEMP,1 ccm,Demonstration car,not published by the seller,,53249,239 kW,hyundai ioniq-6,1,61023153,,,Black interior,16 500 km,Hyundai,,,Ioniq 6,,,2/2023,4/5 doors,,,,0 g/km,,EUR,Ventilated front seats; Heated rear seats; Parking assist system self-steering; LED headlights; Digital cockpit; Keyless entry; Electric adjustable front seats; Adaptive cruise control; Heated front seats; Head-up display,,Full leather interior,,,0 kWh/100km (combined),Sedans / saloons,,,5,Automatic,Electric,,,4x4
87,830,,Euro 6,998 ccm,Demonstration car,not published by the seller,,13549,53 kW,toyota aygo,,61023151,,,Grey interior,28 312 km,Toyota,,,Aygo,,,9/2021,4/5 doors,,Netherlands,,95 g/km,Metallic,EUR,Multifunctional steering wheel; Leather steering wheel; On-board computer; Alarm; CD player; Front electric windows; Central locking with remote,,Cloth interior,,,4.1 l/100km (combined),Hatchback,,Black,4,Manual,Petrol,,,4x2
88,,,Euro 6d-TEMP,1 984 ccm,New,not published by the seller,,40549,228 kW,cupra leon,,61023150,,,Black interior,1 km,Cupra,,,Leon,,,9/2023,4/5 doors,,,,174 g/km,Metallic,EUR,Parking assist system self-steering; LED headlights; Digital cockpit; Keyless entry; Front seats with memory; Electric adjustable front seats; Adaptive cruise control; Heated front seats; Apple CarPlay; Android auto,,Cloth interior,,,7.6 l/100km (combined); 7.6 l/100km (city); 7.6 l/100km ,Station Wagon,,Grey,5,Automatic,Petrol,,,4x4
89,,,Euro 6,1 499 ccm,Used,not published by the seller,,39799,162 kW,bmw x1,,61023145,,,,46 433 km,BMW,Full hybrid,,X1,47 km,,10/2020,4/5 doors,,,,0 g/km,,EUR,LED headlights; Electric adjustable front seats; Heated front seats; Navigation system; Sport front seats; Rear parking camera; Autom. dimming side mirros; Leather steering wheel; Electrically foldable side mirrors,,,,,,SUV / offroad,12/2025,Blue,5,Automatic,Hybrid,No,,4x4
90,,,Euro 6d-TEMP,999 ccm,,not published by the seller,,23599,70 kW,volkswagen taigo,2,61023155,,,Black interior,17 079 km,Volkswagen,,,Taigo,,,7/2022,4/5 doors,,,,108 g/km,,EUR,Heated front seats; Voice control; Bluetooth; Lane assist; Hill-start assist; Parking sensors; Multifunctional steering wheel; Side mirrors with electic adjustment; Daytime running lights; On-board computer,,Cloth interior,,,4.7 l/100km (combined),SUV / offroad,,White,5,Manual,Petrol,,,4x2
91,,,Euro 6,1 499 ccm,,not published by the seller,,21099,75 kW,peugeot 2008,,61023143,,,Other interior color,90 000 km,Peugeot,,,2008,,,9/2020,4/5 doors,,,,95 g/km,,EUR,Bluetooth; Rain sensor; Side mirrors with electic adjustment; Alloy wheels,,Other interior material,,,3.6 l/100km (combined); 4.2 l/100km (city); 3.3 l/100km ,SUV / offroad,,White,5,Manual,Diesel,,,4x2
92,,,No emission class,1 598 ccm,,not published by the seller,,28849,110 kW,hyundai tucson,,61023152,,,Other interior color,24 000 km,Hyundai,,,Tucson,,,11/2022,4/5 doors,,,,125 g/km,Metallic,EUR,Digital cockpit; Heated front seats; Apple CarPlay; Android auto; Navigation system; Heated steering wheel; Bluetooth; Automatic 2-zones air conditioning; High beam assist; Rain sensor,,Cloth interior,,,5.5 l/100km (combined); 6.6 l/100km (city); 5.2 l/100km ,SUV / offroad,,Gold,5,Automatic,Petrol,,,4x2
93,1495,,Euro 6d-TEMP,1 469 ccm,New,not published by the seller,,36799,96 kW,jeep renegade,,61023149,,,Black interior,5 km,Jeep,,,Renegade,,,8/2023,4/5 doors,,,,141 g/km,,EUR,Keyless entry; Adaptive cruise control; Heated front seats; Apple CarPlay; Android auto; Integrated music streaming; Keyless ignition; Panoramic roof; Voice control; Navigation system,,Cloth interior,,,6.2 l/100km (combined); 6.2 l/100km (city); 6.2 l/100km ,SUV / offroad,,White,5,Automatic,Petrol,,,4x2
94,,,Euro 6,1 498 ccm,,not published by the seller,,21549,110 kW,volkswagen golf,2,61023148,,,Black interior,34 231 km,Volkswagen,,,Golf,,,4/2019,4/5 doors,,,,119 g/km,Metallic,EUR,LED headlights; Digital cockpit; Heated front seats; Navigation system; Sport front seats; Bluetooth; Automatic 2-zones air conditioning; Sport-suspension system; Induction charging for smartphones; Rain sensor,,Cloth interior,,,5.2 l/100km (combined); 6.7 l/100km (city); 4.4 l/100km ,Station Wagon,,Black,5,Manual,Petrol,,,4x2
95,,,,999 ccm,,not published by the seller,,15549,71 kW,seat ibiza,,61023139,,,,23 530 km,Seat,,,Ibiza,,,6/2022,,,,,107 g/km,Metallic,EUR,LED headlights; Adaptive cruise control; Heated front seats; Heated steering wheel; Bluetooth; Automatic 2-zones air conditioning; High beam assist; Rain sensor; Light sensor; Lane assist,,,,,4.7 l/100km (combined),Hatchback,,Black,,Manual,Petrol,,,4x2
96,,,Euro 6,1 499 ccm,,not published by the seller,,23049,88 kW,ford transit-connect,1,61023125,,,Grey interior,43 961 km,Ford,,,Transit Connect,,,8/2020,4/5 doors,,,,130 g/km,,EUR,Navigation system; Bluetooth; Light sensor; Hill-start assist; Multifunctional steering wheel; Side mirrors with electic adjustment; Daytime running lights; Leather steering wheel; Cornering lights; On-board computer,,Cloth interior,,,5 l/100km (combined); 5.3 l/100km (city); 4.5 l/100km ,Cargo VAN,,White,3,Manual,Diesel,,,4x2
97,,,Euro 6,1 998 ccm,,not published by the seller,,31399,177 kW,ford s-max,2,61023138,,,Grey interior,48 540 km,Ford,,,S-Max,,,6/2018,4/5 doors,08/2025,,,156 g/km,,EUR,LED headlights; Keyless entry; Electric adjustable front seats; Adaptive cruise control; Heated front seats; Apple CarPlay; Android auto; Keyless ignition; Voice control; Navigation system,,Full leather interior,,,5.9 l/100km (combined); 10.3 l/100km (city); 6.5 l/100km ,MPV,,White,7,Automatic,Petrol,,,4x2
98,,,Euro 6d,2 497 ccm,New,not published by the seller,,109349,257 kW,porsche boxster,,61023126,,,Black interior,0 km,Porsche,,,Boxster,,,9/2023,2/3 doors,,,,219 g/km,,EUR,LED headlights; Bose audio; Heated front seats; Apple CarPlay; Android auto; Integrated music streaming; Voice control; Navigation system; Heated steering wheel; Paddle shifters,,Full leather interior,,,9.7 l/100km (combined); 15.5 l/100km (city); 8.3 l/100km ,Cabriolet,,Black,2,Automatic,Petrol,,,4x2
